Datetime,TSP [ug/m3],PM10 [ug/m3],PM2.5 [ug/m3],PM1 [ug/m3],TC [1/l],Battery_voltage,Electrical_load,Switch,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Estimated_catalyst_temperature,Engine_status,Status_bit,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,Average_fuel_consumption_rate,Pumping_and_rubbing_friction_torque_at_current_condition,RON_factor,altitude,latitude,longitude,satelites,bearing,angular_speed,Acceleration,Deceleration
12/30/2024 14:37,5.3,5.3,4.9,4.4,170150,13.58333333,1,32,49.019,32.16666667,3.718666667,0,73,0,955.6666667,14.5,672,3,24,13,14414.797,-14.302,752462.0832,0.296166667,20.82266667,0.252,1267,35.705769,51.267025,12,270,0,0,0
12/30/2024 14:37,5.9,5.9,4.8,4.4,176000,13.6,1,32,49.01966667,32.16666667,3.643,0,73.5,0,951.2916667,14.5,672,3,24,13,14414.797,-13.64583333,754254.3645,0.297166667,20.833,0.252,1267,35.705769,51.267033,12,90,-0.523598776,0,0
12/30/2024 14:37,38,12.5,5.5,4.9,192650,13.6,1,32,49.02,32.16666667,3.698333333,0,74,0,947.9166667,14.5,672,3,24,13,14414.797,-14.36466667,756048.8018,0.3,20.833,0.252,1267,35.705767,51.267033,12,135,0.261799388,0,0
12/30/2024 14:37,44.8,17.7,7.5,4.9,190800,13.58333333,1,32,49.02,32.16666667,3.672833333,0,75,0,951.2083333,14.5,672,3,24,13,14414.797,-14.4065,757851.9687,0.2965,20.81216667,0.252,1267,35.705767,51.267033,12,90,-1.047197551,0,0
12/30/2024 14:37,7.6,7.6,5.8,4.6,184550,13.6,1,32,49.02,32,3.6695,0,75.83333333,0,955.7083333,14.5,672,3,24,13,14414.797,-14.50016667,759625.8127,0.297166667,20.8645,0.252,1267,35.705765,51.267033,12,180,0,0,0
12/30/2024 14:37,7.8,7.8,6.3,4.9,191300,13.6,1,32,49.02,32,3.658333333,0,76,0,952.5416667,14.5,672,3,24,13,14414.797,-14.43733333,761413.4897,0.297166667,20.8435,0.252,1267,35.705765,51.267033,12,180,0,0,0
12/30/2024 14:37,7.5,7.5,5.1,4.6,185050,13.6,1,32,49.02,32,3.667666667,0,75.66666667,0,952.4583333,14.5,672,3,24,13,14414.797,-14.45816667,763195.9482,0.2975,20.833,0.252,1267,35.705765,51.267033,12,180,0,0,0
12/30/2024 14:37,9,9,6.6,4.8,189000,13.6,1,32,49.02,31.83333333,3.6435,0,73.83333333,0,954.4583333,14.5,672,3,24,13,14414.797,-14.5835,764984.1773,0.295666667,20.8645,0.252,1267,35.705765,51.267033,12,180,0,0,0
12/30/2024 14:37,7.5,7.5,5.9,4.9,193300,13.58333333,1,32,49.02,32,3.6525,0,72,0,947.75,14.5,673,3,24,13,14414.797,-14.60433333,766772.4375,0.297833333,20.8645,0.252,1267,35.705765,51.267033,12,180,0,0,0
12/30/2024 14:38,6.9,6.9,5.7,5,194350,13.58333333,1,32,49.02,31.83333333,3.673833333,0,71,0,953,14.5,672,3,24,13,14414.797,-15.2605,768556.1667,0.296833333,20.8645,0.252,1267,35.705761,51.267025,12,238.38,0.169820536,0,0
12/30/2024 14:38,6.5,6.5,5.4,4.9,189550,13.6,1,32,49.02,32,3.643333333,0,71.33333333,0,948.7083333,14.5,672,3,24,13,14414.797,-13.16683333,770340.0835,0.295833333,20.875,0.252,1267,35.705759,51.267021,12,238.38,0,0,0
12/30/2024 14:38,7.6,7.6,5.6,4.5,174350,13.61666667,1,32,49.02,32,3.6815,0,72,0,951.9583333,14.5,672,3,24,13,14414.797,-14.32316667,772131.8335,0.3015,20.8645,0.252,1267,35.705755,51.267017,12,209.19,-0.169820536,0,0
12/30/2024 14:38,6.3,6.3,5.6,4.7,183450,13.63333333,1,32,49.02,32,3.665,0,72.66666667,0,953.75,14.5,672,3,24,13,14414.797,-15.0835,773932.6355,0.298666667,20.8435,0.252,1267,35.7057515,51.267017,12,180,0,0,0
12/30/2024 14:38,7.4,7.4,6.2,5.3,201600,13.6,1,32,49.02,32,3.668666667,0,73.16666667,0,956.7083333,14.5,672.5,3,24,13,14414.797,-14.5625,775717.4583,0.299166667,20.854,0.252,1267,35.70575,51.267017,12,180,0,0,0
12/30/2024 14:38,215.1,9.5,5,4.9,191350,13.65,1,32,49.02,31.83333333,3.6615,0,74,0,951.6666667,14.5,672.5,3,24,13,14414.797,-14.59366667,777507.8647,0.297833333,20.854,0.252,1267,35.705746,51.267025,12,121.62,-0.169820536,0,0
12/30/2024 14:38,98.9,15.8,5.5,4.9,188400,13.63333333,1,32,49.02,32,3.619166667,0,74.66666667,0,949.25,14.5,672,3,24,13,14414.797,-14.60433333,779291.0728,0.293,20.8435,0.252,1267,35.705746,51.267025,12,121.62,0,0,0
12/30/2024 14:38,15.6,15.6,11.6,5.2,197600,13.65,1,32,49.02,32.16666667,3.651,0,75.5,0,951.2083333,14.5,672,3,24,13,14414.797,-14.44783333,781067.6353,0.293666667,20.85416667,0.252,1267,35.705746,51.267025,12,121.62,0,0,0
12/30/2024 14:38,5.6,5.6,5.3,4.8,195200,13.66666667,1,32,49.02,32,3.664833333,0,76,0,958.375,14.5,672,3,24,13,14414.797,-14.4895,782849.7188,0.295666667,20.854,0.252,1267,35.705744,51.267017,12,225,0.169820536,0,0
12/30/2024 14:38,6.9,6.9,5.6,5.1,198500,13.63333333,1,32,49.02,32,3.649666667,0,76,0,951.625,14.5,672,3,24,13,14414.797,-14.44783333,784630.7917,0.293166667,20.854,0.252,1267,35.70574,51.2670135,12,207.435,0.15961036,0,0
12/30/2024 14:39,16.4,16.2,6.3,5,186200,13.61666667,1,32,49.02,32,3.651833333,0,74.5,0,954.875,14.5,674.5,3,24,13,14414.797,-15.39583333,786414.2395,0.299,20.854,0.252,1267,35.705738,51.26701,12,234.87,0,0,0
12/30/2024 14:39,779.4,29.5,4.6,4.3,169050,13.65,1,32,49.02,31.83333333,3.646,0,72.33333333,0,951.5833333,14.5,672.5,3,24,13,14414.797,-13.854,788191.5417,0.294,20.8645,0.252,1267,35.705738,51.267002,12,270,0.102189028,0,0
12/30/2024 14:39,13.7,12,5.8,4.6,174450,13.65,1,32,49.02,31.5,3.596333333,0,71.16666667,0,952.9583333,14.5,673.5,3,24,13,14414.797,-14.61466667,789979.6563,0.2935,20.875,0.252,1267,35.705738,51.266991,12,270,0,0,0
12/30/2024 14:39,7.2,7.2,4.8,4.6,180850,13.63333333,1,32,49.02,31.83333333,3.616166667,0,71,0,953.4166667,14.5,675,3,24,13,14414.797,-15.40633333,791757.698,0.297333333,20.854,0.252,1267,35.705742,51.266991,12,0,0.261799388,0,0
12/30/2024 14:39,7.5,7.5,5.1,4.5,173500,13.61666667,1,32,49.02,32,3.633,0,72,0,950.7916667,14.5,674,3,24,13,14414.797,-14.64583333,793535.1877,0.299333333,20.854,0.252,1267,35.705742,51.266983,12,270,-0.261799388,0,0
12/30/2024 14:39,7.6,7.6,5,4.3,163750,13.63333333,1,32,49.02,31.83333333,3.620166667,0,72.33333333,0,952.5,14.5,675,3,24,13,14414.797,-14.63566667,795310.6353,0.298333333,20.854,0.252,1267,35.705742,51.266983,12,270,0,0,0
12/30/2024 14:39,5.6,5.6,5,4.5,169500,13.63333333,1,32,49.02,31.83333333,3.672,0,73,0,956.5416667,14.5,674.5,3,24,13,14414.797,-14.677,797083.4585,0.2925,20.8645,0.252,1267,35.705738,51.266987,12,135,-0.523598776,0,0
